"imo","MMSI","ais.type","call.Sign","flag","gross.tonnage","deadweight","length","width","image.src","ship.type","name"
"9296303",567444000,"Cargo","HSCH","Thailand [TH]","21093","33720","176","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=193779&size=","Bulk Carrier","CHARANA NAREE"
"9457000",636091884,"Cargo","A8UC6","Liberia [LR]","50885","61962","249","11","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=813484&size=","Container Ship","MERKUR PLANET"
"9415686",477622400,"Tanker","VRFW3","Hong Kong [HK]","47005","58811","225","36","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1833195&size=","LPG Tanker","KOBAI"
"9363376",249253000,"Cargo - Hazard A (Major)","9HNV9","Malta [MT]","40030","50842","260","06","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=144606&size=","Container Ship","ZIM RIO GRANDE"
"9583653",247316800,"Tanker","ICSG","Italy [IT]","29840","51034","183","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=724435&size=","Chemical Tanker","NISIDA"
"9619921",219018692,"Cargo - Hazard A (Major)","OWJE2","Denmark [DK]","194849","194252","399","59","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1443544&size=","Container Ship","MARY MAERSK"
"9434747",538005208,"Cargo","V7BW2","Marshall Is [MH]","33044","57000","189","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1442500&size=","Bulk Carrier","NAESS RESOLUTE"
"9337822",372376000,"Tanker","3EIR8","Panama [PA]","7064","10725","121","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=726443&size=","Oil/Chemical Tanker","MARIA E"
"9114268",277367000,"Cargo","LYSQ","Lithuania [LT]","6246","7300","121","93","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=38606&size=","Container Ship","AMERICA FEEDER"
"9540780",538003649,"Other","V7SG6","Marshall Is [MH]","2446","2486","67","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=544328&size=","Multi Purpose Offshore Vessel","GO REGULUS"
"9626900",538005058,"Cargo","V7AS2","Marshall Is [MH]","36374","63490","200","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2261259&size=","Bulk Carrier","ECO"
"9563419",248296000,"Cargo","9HA2301","Malta [MT]","33044","57000","189","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=788384&size=","Bulk Carrier","TOXOTIS"
"9302592",240437000,"Tanker","SVME","Greece [GR]","85421","163216","274","50","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=94100&size=","Tanker","ARCHANGEL"
"9452127",370824000,"Cargo","3FME7","Panama [PA]","3796","5110","101","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=179702&size=","General Cargo","MUZAFFER BEY"
"",657921000,"Sailing Vessel","5NWH","Nigeria [NG]","","","35","9","http://www.marinetraffic.com/img/no_photo.png","Sailing Vessel","MISS KAYLA"
"9505613",305716000,"Cargo","V2QM7","Antigua Barbuda [AG]","6668","9273","107","18","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=700826&size=","General Cargo","NBP LINER"
"9485588",255802990,"Tug","CQOY","Portugal [PT]","499","483","42","11","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=83328&size=","Tug","INDEPENDENCE"
"9478901",636092692,"Cargo","D5KT3","Liberia [LR]","31271","55701","189","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=368149&size=","Bulk Carrier","SANTA JULIA"
"9264116",269087000,"Tanker - Hazard A (Major)","HBLV","Switzerland [CH]","3977","4232","106","15","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=289801&size=","Oil/Chemical Tanker","SAN BERNARDINO"
"9214161",477581600,"Cargo","VRCH4","Hong Kong [HK]","38928","74242","225","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=339603&size=","Bulk Carrier","GOLDEN LYDERHORN"
"9603300",215280000,"Cargo","9HA2694","Malta [MT]","45310","82744","228","9","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1082139&size=","Bulk Carrier","DENSA PELICAN"
"9359492",376767000,"Other","5NRV2","St Vincent Grenadines","180","","22","8","http://www.marinetraffic.com/img/no_photo.png","Tug","IHUAKU 1"
"9431434",564217000,"Cargo","9V8828","Singapore [SG]","9627","12747","138","54","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=173768&size=","General Cargo","SE PANTHEA"
"9650743",373310000,"Cargo","HODG","Panama [PA]","59550","19013","199","97","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1876801&size=","Ro-Ro Cargo","METIS LEADER"
"9305908",271040403,"Cargo - Hazard A (Major)","TCXV7","Turkey [TR]","17665","22049","183","92","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=102251&size=","Container Ship","HILDE A"
"",224151170,"Sailing Vessel","EA8689","Spain [ES]","","","14","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=753296&size=","Sailing Vessel","ANTAVIANA"
"8636740",246450000,"Cargo","PHDZ","Netherlands [NL]","19984","24800","159","24","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=300007&size=","Heavy Lift Vessel","FJORD"
"9115913",305992000,"Cargo","V2QP4","Antigua Barbuda [AG]","2050","3370","87","95","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=126472&size=","General Cargo","JULIETA"
"9206267",224183670,"Fishing","EA3571","Spain [ES]","128","","23","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1339542&size=","Trawler","MARANSA"
"9650638",355661000,"Cargo","H9QQ","Panama [PA]","41104","75033","225","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1839198&size=","Bulk Carrier","PERSEAS"
"9196773",576563000,"Tug","YJRH5","Vanuatu [VU]","408","193","31","53","http://www.marinetraffic.com/img/no_photo.png","Tug","GULF WIGEON"
"9313905",219216000,"Cargo","OZDB2","Denmark [DK]","48788","53634","293","83","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=79691&size=","Container Ship","SEAGO ANTWERP"
"9467287",477424600,"Cargo - Hazard B","VRJG2","Hong Kong [HK]","150853","155467","366","07","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=653630&size=","Container Ship","CSCL MARS"
"9126998",304496000,"Cargo","V2HZ","Antigua Barbuda [AG]","12029","14587","157","12","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=230929&size=","Container Ship","TITAN"
"7917898",367061170,"Unspecified","5NSS","USA [US]","1247","1430","58","46","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1049003&size=","Tug","STEFAN"
"9332937",266261000,"Cargo","SLKR","Sweden [SE]","71583","30137","227","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=295694&size=","Vehicles Carrier","FIDELIO"
"9287912",538002862,"Cargo - Hazard D (Recognizable)","V7MB9","Marshall Is [MH]","54214","68282","294","04","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=219673&size=","Container Ship","KAETHE C.RICKMERS"
"",576025000,"Passenger","YJUR7","Vanuatu [VU]","","","","","http://www.marinetraffic.com/img/no_photo.png","Passenger","LUBAMBI TIDE"
"9543677",241100000,"Cargo","SVBG5","Greece [GR]","31901","57454","189","30","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=590358&size=","Bulk Carrier","DESERT CALM"
"9516143",209179000,"Cargo","5BGQ3","Cyprus [CY]","6872","9385","109","83","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=932036&size=","General Cargo","SEA PROSPECT"
"8422010",214181807,"Cargo","ERRG","Moldova [MD]","1559","1735","82","45","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=259098&size=","General Cargo","THUNDER"
"7235850",658322576,"Tanker","5NLV","-","2998","4948","101","53","http://www.marinetraffic.com/img/no_photo.png","Oil Products Tanker","NADIA"
"",229233000,"Passenger","9HB3040","Malta [MT]","","","20","6","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1111297&size=","Passenger","MAMOLINO 2068"
"9021679",538005050,"Cargo","V7AQ7","Marshall Is [MH]","51299","62649","289","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=288191&size=","Container Ship","HANJIN MALTA"
"9430973",248674000,"Cargo","9HA2463","Malta [MT]","6118","8339","123","13","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=459022&size=","General Cargo","WILSON NANTES"
"7412020",308606000,"Tug","C6DN7","Bahamas [BS]","1388","1089","63","91","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=23788&size=","Tug/Supply Vessel","EIDE FIGHTER"
"9361641",565561000,"Reserved","9V6790","Singapore [SG]","2147","2485","66","16","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1133800&size=","Offshore Supply Ship","PACIFIC VALHALLA"
"9453559",228315600,"Cargo - Hazard A (Major)","FNUY","France [FR]","153022","157092","365","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=286228&size=","Container Ship","CMA CGM CHRISTOPHE COLOMB"
"8802399",654045700,"Fishing","5TTDA","Mauritania [MR]","263","","27","34","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1516529&size=","Trawler","AKCHAR"
"9273519",368474000,"Other","WDE9877","USA [US]","1235","1676","70","41","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1173141&size=","Offshore Supply Ship","BROUSSARD TIDE"
"9251676",236185000,"Tanker","ZDFM9","Gibraltar [GI]","22345","34578","184","95","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=581253&size=","Chemical Tanker","EBERHARDT ARCTIC"
"9116589",563400000,"Cargo - Hazard D (Recognizable)","9V7957","Singapore [SG]","69218","63309","285","40","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=269451&size=","Container Ship","EVER UNITED"
"",613100133,"Pleasure Craft","5IM464","Cameroon [CM]","","","17","5","http://www.marinetraffic.com/img/no_photo.png","Pleasure Craft","SVS SWALLOW"
"",245580000,"SAR","PBBM","Netherlands [NL]","","","11","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=380316&size=","Inland, Unknown","DE REDDER"
"9163685",245279000,"Cargo","PEAA","Netherlands [NL]","6235","8867","133","38","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=506445&size=","Cargo/Containership","DINTELBORG"
"9543861",657472000,"Other","5NRV","Nigeria [NG]","236","114","36","8","http://www.marinetraffic.com/img/no_photo.png","Crew Boat","ABRAHAM"
"8400555",373328000,"Cargo","3FLX2","Panama [PA]","16582","27652","165","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=419486&size=","Bulk Carrier","AMIR H"
"9556313",244790509,"Cargo","PCEJ","Netherlands [NL]","3603","5500","101","15","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1360548&size=","General Cargo","FLINTER RIDHI"
"8913473",341392000,"Cargo","V4JU3","St Kitts Nevis","1508","1688","79","74","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=70144&size=","General Cargo","FRAMFJORD"
"9438509",566041000,"Cargo","9V9354","Singapore [SG]","14030","13201","162","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=70600&size=","Reefer","STAR STANDARD"
"9196395",357601000,"Cargo","3FNT9","Panama [PA]","18095","27797","169","03","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=89379&size=","General Cargo","PAGONA"
"9497517",636015296,"Cargo","A8ZT6","Liberia [LR]","18722","28414","176","2","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1201674&size=","Bulk Carrier","AMITY Q"
"9594884",636015973,"Tanker","D5DU5","Liberia [LR]","42392","74919","228","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1377479&size=","Tanker","ABBEY ROAD"
"9392183",249210000,"Tanker","9HND9","Malta [MT]","5744","8139","115","18","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=535573&size=","Oil/Chemical Tanker","SICHEM IRIS"
"9458078",538003576,"Cargo - Hazard B","V7RT6","Marshall Is [MH]","141716","142105","366","44","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=929512&size=","Container Ship","MAERSK ELBA"
"9368601",256651000,"Cargo","9HZR8","Malta [MT]","4922","6354","121","7","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=83975&size=","General Cargo","RIAD AHMEDOV"
"7642857",514170000,"Unspecified","3CABD","Cambodia [KH]","600","250","62","13","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=747677&size=","Ro-Ro/Passenger Ship","SAN MIGUEL"
"9503419",566075000,"Other","9V7612","Singapore [SG]","1329","1551","57","5","http://www.marinetraffic.com/img/no_photo.png","Offshore Supply Ship","PACIFIC PHOENIX"
"",224162680,"Sailing Vessel","-","Spain [ES]","","","11","4","http://www.marinetraffic.com/img/no_photo.png","Sailing Vessel","JERIBILLA"
"9515515",210997000,"Tug","5BRQ2","Cyprus [CY]","2532","2465","70","7","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1052023&size=","Multi Purpose Offshore Vessel","POSH VENTURE"
"9606699",566363000,"Tug","9V9571","Singapore [SG]","4087","5232","87","9","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=740167&size=","Multi Purpose Offshore Vessel","LEWEK ANDES"
"",224568520,"Pleasure Craft","-","Spain [ES]","","","11","3","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1102511&size=","Pleasure Craft","ATLANTIS DOS"
"9082300",477760100,"Tanker","VRAN8","Hong Kong [HK]","156303","307050","328","04","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=479003&size=","Crude Oil Tanker","HEBEI MOUNTAIN"
"9280706",304817000,"Cargo","V2BH6","Antigua Barbuda [AG]","2461","3710","87","83","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1233434&size=","General Cargo","OSTENAU"
"9233349",538004409,"Tanker","V7WW5","Marshall Is [MH]","56291","106129","240","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=639642&size=","Tanker","MOON SAFARI"
"9148960",319301000,"Tanker","ZCSE5","Cayman Is [KY]","3818","5509","96","19","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1219506&size=","Chemical Tanker","STOLT CORMORANT"
"9149392",477337000,"Cargo","VRYL3","Hong Kong [HK]","26098","47180","185","73","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=410589&size=","Bulk Carrier","GENCO CARRIER"
"9332822",636016273,"Tanker","D5FI4","Liberia [LR]","59164","115577","243","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=406045&size=","Crude Oil Tanker","TAURUS SUN"
"9227443",215142000,"Tanker - Hazard A (Major)","9HDX7","Malta [MT]","84598","164214","274","50","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=38601&size=","Crude Oil Tanker","SEARACER"
"9334533",257117000,"Other","LFVV3","Norway [NO]","2465","3555","73","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=70791&size=","Supply Vessel","SIEM SASHA"
"9279800",210349000,"Cargo","C4JL2","Cyprus [CY]","43151","82214","228","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=120396&size=","Bulk Carrier","PEDHOULAS MERCHANT"
"8712166",215211000,"Tanker","9HA2671","Malta [MT]","3693","4999","104","27","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=125448&size=","Oil/Chemical Tanker","KEY FIGHTER"
"9373527",235056239,"Cargo","MTNU5","United Kingdom [GB]","2990","5000","89","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=125239&size=","General Cargo","LAUREN C"
"9256937",636011657,"Tanker","A8AR5","Liberia [LR]","27829","47803","183","36","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1271167&size=","Oil/Chemical Tanker","OKHTA BRIDGE"
"",224574280,"Port Tender","EA","Spain [ES]","","","22","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=493519&size=","Port Tender","ATLANTSHIP SERVICE 1"
"9648879",355063000,"Cargo","3FTN3","Panama [PA]","31538","55782","189","96","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1602302&size=","Bulk Carrier","CAPE HENRY"
"9621778",538004333,"Cargo","V7WL8","Marshall Is [MH]","32987","56604","189","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1191252&size=","Bulk Carrier","HYDRUS"
"9322633",215937000,"Tanker","9HFT8","Malta [MT]","4022","5738","105","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=415257&size=","Oil/Chemical Tanker","YM EARTH"
"9360893",309781000,"Tanker - Hazard D (Recognizable)","C6VG4","Bahamas [BS]","135848","109661","315","06","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=132998&size=","LNG Tanker","AL SHAMAL"
"9445019",370169000,"Cargo","3ERU","Panama [PA]","17294","21464","172","28","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=132098&size=","Container Ship","MARINE TARABA"
"9484936",636015019,"Cargo - Hazard A (Major)","A8YC2","Liberia [LR]","114144","122961","138","22","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1167660&size=","Container Ship","HANJIN ITALY"
"9195468",304347000,"Cargo","V2DN","Antigua Barbuda [AG]","1898","2655","88","11","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=729025&size=","General Cargo","RMS TWISTEDEN"
"",224255540,"Unspecified","-","Spain [ES]","","","12","3","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=515894&size=","Unspecified","PILOT N"
"",271042319,"Tug","TCYZ7","Turkey [TR]","","","","","http://www.marinetraffic.com/img/no_photo.png","Tug","ERDEMLER 9"
"9396672",538005150,"Tanker","V7BJ4","Marshall Is [MH]","42010","73723","228","6","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1349938&size=","Crude Oil Tanker","PIKE"
"9198044",220446000,"Special Craft","OVOK2","Denmark [DK]","1890","1617","56","64","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=13947&size=","Multi Purpose Offshore Vessel","ESVAGT CONNECTOR"
"",228739000,"Military Ops","FABL","France [FR]","","","","","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=848177&size=","Military Ops","FRENCH WARSHIP"
"9282259",353934000,"Cargo - Hazard B","H3MJ","Panama [PA]","54304","68307","294","06","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=77231&size=","Container Ship","MSC ELA"
"9154323",235087256,"Tanker - Hazard C (Minor)","2EQD7","United Kingdom [GB]","3726","5890","99","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=154510&size=","Chemical Tanker","STOLT KINGFISHER"
"",302522497,"SAR Aircraft","-","-","","","","","http://www.marinetraffic.com/img/no_photo.png","SAR Aircraft","SAR 302522497"
"9195470",236325000,"Cargo","ZDHI5","Gibraltar [GI]","3198","4299","98","85","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=875608&size=","General Cargo","GEISE"
"",416358000,"Pleasure Craft","000000","Taiwan [TW]","","","25","10","http://www.marinetraffic.com/img/no_photo.png","Pleasure Craft","YEUN HORNG NO.2"
"9529607",371681000,"Cargo","3FFZ2","Panama [PA]","42744","71066","210","37","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=737544&size=","Bulk Carrier","LBC ENERGY"
